From Bank,Account,To Bank,Account.1,Amount Received,Amount Paid,Payment Format,Year,Month
010,8000YBS83,010,8000IPN59,373.06,299.54,Reinvestment,2021,9
03208,8000GFH15,03208,8000SWJ59,264.13,427.48,Wire,2023,3
010,8000GAG84,03208,8000AWQ86,196.14,331.69,ACH,2022,11
010,8000WYG58,03208,8000XEY48,209.74,122.47,ACH,2023,9
03208,8000PEG92,010,8000KBL30,359.76,494.68,Reinvestment,2023,12
03208,8000WUT77,03208,8000BRF30,385.16,104.58,Credit Card,2023,10
03208,8000WBE52,03208,8000GNI06,488.11,287.67,Cash,2023,1
010,8000NMD00,03208,8000GAG77,381.4,283.73,Cheque,2021,1
03208,8000VCZ97,03208,8000LBD21,268.77,444.14,Bitcoin,2022,1
03208,8000LHK33,010,8000ETO19,198.22,389.19,Cash,2021,11
010,8000SXE22,03208,8000YHR98,313.86,156.67,Cash,2022,3
03208,8000BWN04,03208,8000KHV11,390.63,288.51,Wire,2023,10
010,8000LUT16,010,8000IWM63,146.64,144.33,Credit Card,2023,12
03208,8000NAD63,03208,8000UFV62,123.92,482.3,Credit Card,2021,8
03208,8000ZNR14,03208,8000OWR25,189.66,297.1,Wire,2023,4
010,8000TVF34,03208,8000JSL22,267.7,328.0,Bitcoin,2022,2
010,8000LMH89,010,8000JGU65,366.87,190.35,Bitcoin,2021,3
03208,8000JQJ56,010,8000TVB08,103.66,134.0,Cheque,2022,7
03208,8000NRT81,010,8000ETI15,315.42,224.71,ACH,2021,12
010,8000FNN85,010,8000GFH23,216.35,454.46,Cheque,2023,11
03208,8000XUN84,03208,8000LQI69,234.01,347.26,Wire,2021,1
03208,8000ILL60,010,8000HHK45,273.29,235.81,ACH,2022,2
03208,8000SZL02,03208,8000BRC74,284.01,334.32,Cheque,2023,5
03208,8000CGU08,03208,8000UIY98,260.71,400.6,Cash,2022,3
03208,8000YEE93,03208,8000GOZ75,134.96,480.1,Wire,2021,6
03208,8000VAZ06,010,8000YGL77,163.66,483.58,ACH,2022,2
010,8000YVI83,03208,8000UIJ12,297.34,383.15,ACH,2021,9
010,8000MJJ57,010,8000JBK71,254.62,438.45,Cheque,2023,9
03208,8000STA53,03208,8000DET07,498.68,256.42,ACH,2023,7
010,8000FXF11,03208,8000GWT51,407.85,432.4,Wire,2022,8
03208,8000RPN59,03208,8000EAL56,333.14,348.66,Reinvestment,2023,6
010,8000WXB80,010,8000DUT60,319.13,305.69,Bitcoin,2022,10
010,8000QYN43,03208,8000GVP01,120.0,112.64,Cash,2023,4
03208,8000XYQ73,03208,8000GHB89,370.69,329.73,Reinvestment,2021,12
03208,8000DZR29,010,8000QYK13,326.17,466.35,Cash,2021,9
03208,8000PIX08,03208,8000TCL60,306.36,415.52,Cash,2023,9
03208,8000ECG76,03208,8000QEF35,406.58,439.63,Cheque,2021,1
03208,8000KEY76,03208,8000FTY25,413.2,303.77,Cheque,2021,9
010,8000VUC78,010,8000ARK24,186.68,215.84,Credit Card,2021,3
03208,8000TMR17,03208,8000TNL74,173.86,468.78,Credit Card,2021,12
03208,8000GUQ55,03208,8000SMP67,363.87,322.49,ACH,2021,2
03208,8000BBA71,03208,8000DAY83,232.32,208.95,Reinvestment,2022,4
010,8000DKZ83,010,8000MTK48,281.91,477.97,Bitcoin,2022,12
010,8000VCK59,03208,8000PAY13,117.75,174.39,Bitcoin,2022,6
03208,8000BKX05,010,8000BIG95,269.18,406.22,Wire,2021,4
03208,8000KOS48,03208,8000JPH19,476.74,189.66,Reinvestment,2023,1
010,8000YZB88,03208,8000GVF10,375.07,423.6,Bitcoin,2023,9
03208,8000DYD29,03208,8000ZSH22,427.76,343.33,Reinvestment,2021,9
03208,8000VOH24,010,8000FQB26,351.01,310.5,Cheque,2023,12
03208,8000AQB70,010,8000ZNO00,334.04,293.15,ACH,2021,2
010,8000AHU85,03208,8000XEJ27,488.34,136.0,ACH,2022,8
010,8000YCI73,010,8000QFC44,295.89,267.85,Credit Card,2022,1
010,8000DPB32,03208,8000IVZ39,416.12,205.88,Wire,2023,12
03208,8000IMN03,010,8000UCB23,192.56,499.36,Reinvestment,2022,1
010,8000JKM40,010,8000PEB37,140.78,380.05,Cheque,2023,3
010,8000FQV51,03208,8000REI61,172.53,391.92,ACH,2022,7
010,8000BEJ56,03208,8000XII06,236.92,396.69,Cheque,2022,7
010,8000NOJ67,010,8000TZA29,284.27,324.84,Credit Card,2023,3
010,8000KVT94,03208,8000MKJ39,455.75,390.03,Cheque,2022,10
010,8000IUA39,03208,8000GXD80,337.05,170.67,Wire,2022,12
03208,8000ING01,010,8000YJM06,357.04,395.96,Bitcoin,2022,6
03208,8000LQO51,03208,8000CVS54,253.98,119.5,Credit Card,2022,9
03208,8000BJY12,03208,8000KHS94,367.85,266.03,Reinvestment,2021,11
010,8000MXY06,03208,8000WVB16,261.65,325.01,Reinvestment,2023,8
010,8000GRT86,010,8000TEI70,343.23,163.86,Credit Card,2023,1
03208,8000WUE07,03208,8000PES34,314.32,192.63,Cheque,2022,6
03208,8000NZE32,010,8000NGP87,223.16,114.03,ACH,2021,8
03208,8000WMX79,03208,8000FQO85,133.44,137.11,ACH,2022,5
010,8000PZE45,010,8000KTA40,149.04,166.83,Reinvestment,2023,3
03208,8000ZOW65,010,8000PMB84,329.96,134.41,Cheque,2023,1
010,8000KJH29,03208,8000HZY49,129.24,169.6,Credit Card,2023,7
03208,8000NWX92,010,8000OBE89,281.22,343.18,Wire,2023,6
010,8000IQI17,03208,8000ILT95,459.62,105.66,Cash,2023,9
03208,8000ONS19,03208,8000SUC35,333.06,317.66,Reinvestment,2021,2
03208,8000MRP67,03208,8000JFA92,490.67,125.45,ACH,2021,10
03208,8000CMF35,010,8000CHH01,215.15,353.18,Reinvestment,2021,9
010,8000JKT09,010,8000DRA99,359.97,230.66,ACH,2021,9
03208,8000PEO05,03208,8000DYE31,473.9,266.49,Cash,2022,10
010,8000RKI69,03208,8000ZWM79,239.76,101.37,Cash,2023,5
010,8000WKW10,03208,8000WBB27,313.43,470.19,Cheque,2021,6
03208,8000ZTP53,03208,8000FON55,438.87,406.65,Bitcoin,2022,4
010,8000XWM26,010,8000WTN84,232.53,116.6,Cash,2022,10
03208,8000SZU09,03208,8000LHR16,103.58,427.68,ACH,2021,8
010,8000WPI75,010,8000VKT37,496.09,283.78,ACH,2023,1
010,8000COA78,03208,8000LAB58,262.45,209.73,Cash,2021,7
03208,8000SCP31,03208,8000TYV17,143.79,318.91,Cheque,2022,4
010,8000XYX58,03208,8000XMU25,394.41,486.2,Wire,2023,10
010,8000FHX52,010,8000TCD44,230.02,275.22,Wire,2023,4
010,8000DFM37,03208,8000GCI62,167.38,209.21,ACH,2021,8
010,8000HCX69,03208,8000GVA58,147.4,325.73,ACH,2023,6
010,8000EWA54,010,8000CQZ25,379.03,186.98,ACH,2022,10
010,8000DVH86,010,8000LRY11,497.3,292.39,Bitcoin,2021,2
010,8000WWU70,03208,8000RUY67,256.77,242.64,Reinvestment,2021,7
010,8000DFP01,010,8000GKW86,405.5,257.32,ACH,2022,10
010,8000MBI21,03208,8000LUG96,361.7,387.53,ACH,2022,1
03208,8000IWG67,010,8000OUD94,268.38,142.76,Credit Card,2023,4
010,8000REJ25,03208,8000ZWT46,119.57,320.31,Wire,2023,4
03208,8000ZFO03,03208,8000EQM87,263.77,197.62,Credit Card,2022,4
03208,8000YXC87,03208,8000IBH31,111.71,229.24,Cash,2022,12
010,8000XLK85,010,8000ZVT01,480.9,322.16,ACH,2023,5
03208,8000TEB43,03208,8000LTI39,263.76,332.94,Credit Card,2023,4
03208,8000NIW73,010,8000DET97,331.7,275.57,Wire,2022,12
03208,8000DSO10,03208,8000NFK10,476.29,471.73,ACH,2022,3
010,8000QNO44,03208,8000YWK52,330.41,153.78,Cash,2021,8
010,8000KCN16,03208,8000RTW30,168.93,158.17,ACH,2021,10
03208,8000TEF25,010,8000XPJ43,480.65,274.91,Credit Card,2021,6
03208,8000KXO52,03208,8000PYY57,175.18,240.95,Wire,2021,6
03208,8000CYC11,010,8000JCL57,151.26,278.99,Reinvestment,2021,8
03208,8000OQL36,010,8000FPS82,244.98,362.83,Reinvestment,2023,11
010,8000GUQ60,010,8000PIL78,273.94,425.38,Cheque,2021,2
03208,8000ITF69,010,8000HXZ25,490.95,134.6,Credit Card,2021,11
010,8000LNF02,010,8000GCQ34,321.62,478.58,ACH,2021,8
03208,8000MPV23,03208,8000QLA11,422.34,436.26,ACH,2021,11
010,8000SRS80,03208,8000INU49,407.59,214.79,ACH,2023,3
010,8000DMP62,010,8000JHJ00,260.89,403.59,Credit Card,2021,8
010,8000DXG02,03208,8000YXF87,129.86,165.53,Bitcoin,2022,4
010,8000NQT15,03208,8000GOK01,147.89,456.92,ACH,2023,12
03208,8000ISJ81,010,8000IJA40,497.09,359.33,Credit Card,2021,12
03208,8000ZNL73,010,8000FLA59,443.98,435.8,Credit Card,2022,3
03208,8000ALH65,010,8000USQ40,238.29,269.93,Bitcoin,2022,7
03208,8000VME15,010,8000STP73,433.11,434.3,Cheque,2021,11
03208,8000GFY19,010,8000JHH94,459.95,298.16,Credit Card,2022,7
010,8000NYV24,010,8000FBO52,469.36,400.91,Cash,2023,3
03208,8000CJY12,010,8000EUL85,450.08,101.04,ACH,2021,11
010,8000BWR54,010,8000LAE72,174.49,188.06,Wire,2023,4
03208,8000GPS71,03208,8000WFV93,417.39,337.14,Wire,2023,2
010,8000QRP75,03208,8000BXP72,122.25,353.98,Cash,2021,8
03208,8000YQQ01,03208,8000XDJ48,422.61,142.94,Credit Card,2023,8
010,8000PTD61,010,8000QSF32,330.76,196.6,Cash,2021,1
03208,8000TVQ02,03208,8000WPA05,393.97,392.83,Cheque,2022,6
03208,8000HMU59,03208,8000VLW35,319.88,212.1,Cash,2022,2
010,8000SDZ03,010,8000MWZ11,339.01,372.88,Wire,2022,6
010,8000QKA22,03208,8000XQJ90,114.81,309.16,Credit Card,2023,1
010,8000UPD82,010,8000HAQ70,112.58,438.86,Cheque,2023,6
03208,8000IWT45,010,8000GQG24,424.85,348.07,Wire,2023,5
03208,8000ZSS69,010,8000ASZ12,216.42,322.66,Cash,2023,6
03208,8000YHL62,03208,8000RYB34,422.89,218.39,Wire,2023,2
010,8000QXH34,03208,8000DAE84,381.4,180.83,Wire,2021,11
010,8000KQB72,010,8000IPU79,325.98,136.94,Bitcoin,2022,9
03208,8000QLP55,010,8000XAV58,141.98,418.84,Bitcoin,2022,7
010,8000EAC32,03208,8000FNV67,126.42,248.33,Cash,2022,12
010,8000MMN14,03208,8000ITF96,253.59,270.4,ACH,2022,5
03208,8000YEA37,010,8000SBC87,470.1,472.72,ACH,2023,8
010,8000WCA36,03208,8000USE18,190.51,182.11,Wire,2022,11
010,8000XIU16,03208,8000LEP43,268.9,353.92,Wire,2022,1
010,8000GTX46,010,8000AXU86,356.68,247.77,Cheque,2023,10
03208,8000JWK59,010,8000SIP43,298.68,101.48,Wire,2021,10
010,8000OLC95,03208,8000HOX09,110.04,373.85,Bitcoin,2022,12
03208,8000SRG60,03208,8000UDK23,378.11,124.38,Reinvestment,2022,11
010,8000BVP35,010,8000ORK35,467.36,368.19,Reinvestment,2022,3
03208,8000ORA10,010,8000ZRS08,339.88,282.71,Bitcoin,2021,6
010,8000TLF36,03208,8000MRQ51,332.17,348.65,ACH,2022,9
03208,8000LOY41,03208,8000HUW29,434.12,353.91,Cheque,2023,1
03208,8000CSI17,03208,8000JED90,433.14,355.46,ACH,2022,2
010,8000XCQ72,010,8000XMK95,174.7,303.19,Wire,2023,6
010,8000VRL12,03208,8000GUL24,268.92,450.07,Credit Card,2023,6
03208,8000VES55,010,8000AKP97,427.71,455.25,Reinvestment,2023,10
010,8000ADI63,03208,8000MBQ13,393.93,408.85,Reinvestment,2023,12
03208,8000GJM55,010,8000UVM53,437.76,486.49,Bitcoin,2021,11
010,8000JLU59,03208,8000EMA08,151.78,372.72,Bitcoin,2023,11
03208,8000PHN48,03208,8000BYM70,275.79,412.97,Cheque,2023,12
010,8000TWS22,010,8000XKI63,383.58,214.72,Credit Card,2021,12
010,8000EWX30,010,8000PVP37,392.06,121.72,Bitcoin,2022,10
010,8000MUS60,03208,8000CRN83,128.72,285.4,Cash,2021,11
010,8000CSV18,010,8000DKH10,384.78,102.47,Wire,2023,11
03208,8000YPO04,010,8000UEH09,350.49,404.28,ACH,2021,7
03208,8000MYL05,03208,8000MEG33,239.57,264.5,Cheque,2022,12
010,8000BZR76,03208,8000LFH22,221.64,241.01,Cash,2021,7
03208,8000YKH00,010,8000UAR02,111.6,125.08,Cheque,2023,3
010,8000MTT06,03208,8000LAG68,256.8,484.44,Reinvestment,2022,9
03208,8000VWU47,03208,8000LDM26,222.8,301.48,Wire,2022,9
03208,8000SBB36,03208,8000ORO99,272.6,344.65,ACH,2023,9
010,8000JQT72,03208,8000VUU62,383.5,465.48,Wire,2021,5
03208,8000ZOQ66,03208,8000XCS02,158.19,441.6,Cheque,2023,12
010,8000ERL97,010,8000FCN58,291.98,264.51,Bitcoin,2022,11
010,8000ZZV56,010,8000ZYJ39,417.14,308.27,Cash,2022,11
010,8000MJK96,03208,8000WTC38,199.45,156.82,Cash,2021,6
010,8000EAL40,03208,8000ICI40,445.47,483.76,Cheque,2021,4
010,8000FIJ61,03208,8000VWD76,473.18,464.83,Cash,2023,4
03208,8000VMB09,03208,8000ABQ98,145.14,341.1,Bitcoin,2023,4
03208,8000AQE69,010,8000RPO89,146.28,219.61,Wire,2023,7
010,8000XLL24,010,8000CMD28,358.08,461.76,Cash,2023,8
010,8000YAM81,010,8000IMO22,306.88,183.07,Credit Card,2021,9
010,8000DVH73,03208,8000MPG65,461.43,101.86,Reinvestment,2021,7
010,8000AVI40,010,8000XWZ65,420.78,289.24,Credit Card,2021,12
03208,8000QVF96,03208,8000WFR19,300.76,423.66,Credit Card,2022,5
03208,8000OFW40,03208,8000SVB24,127.48,105.49,Wire,2023,9
010,8000YJH00,010,8000ENG05,139.55,375.94,Cheque,2021,3
010,8000BWW40,010,8000KLV80,279.4,336.23,Reinvestment,2022,9
03208,8000DYO70,03208,8000LOV16,221.83,138.01,Bitcoin,2022,9
010,8000BUD89,010,8000KXC70,477.25,214.31,Credit Card,2023,10
03208,8000LCS45,010,8000AUG11,366.34,433.51,Wire,2022,1
03208,8000XOD38,03208,8000SNZ14,208.21,361.73,ACH,2021,6
03208,8000NCN08,010,8000FPH78,242.78,255.6,ACH,2022,4
03208,8000GSZ85,03208,8000ZYE29,132.31,156.64,Cheque,2023,10
03208,8000ISO92,010,8000TCW44,199.88,305.12,Bitcoin,2022,12
03208,8000SDK73,03208,8000GMI66,227.51,361.65,Cash,2021,3
03208,8000HJJ01,03208,8000EXN04,356.78,127.05,Cash,2021,9
03208,8000TSQ11,03208,8000GCO86,169.02,185.46,Cheque,2023,3
03208,8000MMD98,010,8000PNE76,370.87,212.66,Bitcoin,2021,5
03208,8000WER83,03208,8000GFV47,147.06,314.59,Bitcoin,2021,9
03208,8000ZCU12,010,8000WMX81,457.65,467.85,Reinvestment,2021,7
010,8000EDR27,03208,8000GVL86,350.57,368.01,Bitcoin,2022,4
010,8000UYU95,010,8000URL01,330.99,103.29,Reinvestment,2022,10
03208,8000AIK94,03208,8000ZIZ94,174.91,407.84,Reinvestment,2021,12
03208,8000HUX09,010,8000LAG47,396.35,120.13,Wire,2021,8
03208,8000SZQ06,010,8000CHF58,194.42,442.35,Bitcoin,2022,1
03208,8000FZY87,03208,8000SRE81,419.22,269.86,Bitcoin,2021,8
010,8000GYV61,03208,8000APY67,411.58,461.73,Bitcoin,2022,3
010,8000FOP48,010,8000ROM15,475.76,332.93,Cash,2021,7
03208,8000RGA63,03208,8000IHB88,413.08,242.89,Cheque,2021,4
010,8000XGO19,010,8000OML55,245.98,350.01,Reinvestment,2022,9
010,8000QTX45,010,8000TST86,304.26,134.95,Bitcoin,2022,2
03208,8000LQI83,03208,8000PPM22,350.75,101.43,ACH,2021,5
010,8000UAJ49,010,8000NDN71,207.01,183.56,Cheque,2022,1
03208,8000STQ97,010,8000ERS99,420.02,441.8,Cash,2021,7
010,8000QXT08,010,8000LNI16,231.64,273.16,ACH,2023,1
03208,8000ETK31,03208,8000WBE42,152.05,432.63,ACH,2023,9
010,8000LZV76,03208,8000UZM93,123.81,217.33,Reinvestment,2022,9
010,8000FBY90,03208,8000WNI66,364.0,379.92,Wire,2022,9
03208,8000XTC11,03208,8000FMB57,205.88,130.1,ACH,2022,7
010,8000GXK54,03208,8000PRB30,440.63,477.24,Wire,2021,3
010,8000MGI22,03208,8000LVC35,408.97,431.82,Bitcoin,2022,12
010,8000PAY55,03208,8000KSH43,146.08,160.27,ACH,2023,8
010,8000KTT79,010,8000JLO63,322.11,176.86,Cheque,2023,2
010,8000KCU70,010,8000RWU59,486.95,106.81,Bitcoin,2021,1
03208,8000MVY34,010,8000OLA71,431.69,492.81,Reinvestment,2023,3
010,8000LTS41,03208,8000WPA36,448.9,449.7,ACH,2021,10
03208,8000PAJ30,03208,8000CLX63,205.1,199.46,Cash,2021,5
010,8000CUL19,010,8000BOA38,390.19,346.69,ACH,2022,11
010,8000ILS17,03208,8000LWT37,235.95,437.68,Cash,2021,2
03208,8000VMS79,010,8000XXI73,431.23,421.18,Bitcoin,2021,8
03208,8000UJN35,010,8000LHZ04,141.06,196.06,Credit Card,2023,11
03208,8000XCX51,03208,8000GRO56,374.05,313.55,ACH,2022,9
03208,8000YFA45,010,8000UTO49,357.96,340.53,Cash,2022,12
010,8000BQO50,03208,8000QUH96,204.53,165.05,Reinvestment,2022,5
010,8000JDM33,03208,8000YKM39,352.86,153.92,Wire,2021,1
03208,8000WQC69,010,8000VOE70,464.35,157.74,Wire,2022,11
010,8000JUR44,010,8000TZI50,346.07,499.5,Bitcoin,2021,6
03208,8000FKG46,010,8000OHH01,173.62,384.67,Wire,2021,2
03208,8000XDV76,010,8000KFU79,222.46,399.88,ACH,2022,4
03208,8000EBD32,010,8000YAD24,240.62,164.73,Credit Card,2022,11
03208,8000VIE97,010,8000XWH68,224.47,100.85,ACH,2023,3
010,8000UMC54,03208,8000JVS69,373.76,353.61,Credit Card,2021,12
010,8000ICI23,010,8000IAA24,480.0,109.8,Reinvestment,2023,10
03208,8000SDJ73,010,8000LLY01,301.56,454.27,Credit Card,2021,6
010,8000WWE66,03208,8000ZKO03,416.1,327.17,Cheque,2021,1
010,8000EOM27,010,8000QUT08,477.75,134.9,Reinvestment,2022,11
03208,8000XXC30,010,8000GQD51,249.78,217.74,Wire,2022,8
03208,8000MRS01,03208,8000WRN87,118.51,131.85,ACH,2023,9
03208,8000QVP00,010,8000FRL58,401.32,389.0,Credit Card,2021,10
010,8000PFT38,010,8000YTB53,394.0,371.36,Credit Card,2021,5
010,8000XNS76,010,8000AIT49,221.3,325.99,Cash,2021,5
010,8000QKX11,010,8000EJI97,207.65,355.78,Credit Card,2021,12
03208,8000SFN93,03208,8000TKR79,381.33,313.92,Cheque,2021,1
03208,8000TWR05,03208,8000PWA27,162.56,106.13,Reinvestment,2021,5
010,8000UZL03,03208,8000UEX69,437.38,401.43,Cheque,2022,1
03208,8000MYB94,03208,8000BTG59,444.25,190.35,Credit Card,2021,2
010,8000CTD12,010,8000NLZ83,326.54,479.47,Credit Card,2021,6
010,8000ORW56,03208,8000XMY60,187.52,163.83,Cash,2022,10
010,8000MNR22,03208,8000LBK25,479.6,247.92,Cash,2023,7
03208,8000QQE15,010,8000BFY77,194.11,257.51,Reinvestment,2022,1
03208,8000VIE05,010,8000CAN91,223.6,119.81,Wire,2022,9
010,8000NPO68,010,8000IVI24,276.73,158.95,ACH,2023,6
03208,8000IUF34,03208,8000HCS97,308.29,483.54,Bitcoin,2023,7
010,8000NTA78,03208,8000ZKE25,282.21,492.7,Bitcoin,2023,6
03208,8000AOA18,010,8000PST10,100.08,494.19,Bitcoin,2022,9
010,8000BXR76,010,8000PEK39,444.88,205.85,Wire,2022,10
010,8000TTX33,010,8000XEW43,109.5,190.48,Bitcoin,2022,9
03208,8000QNR34,010,8000RDP99,452.62,281.4,Bitcoin,2022,12
010,8000KBT58,010,8000CRP17,429.13,390.63,Cash,2023,3
010,8000TKU06,010,8000OLK99,474.68,167.3,Bitcoin,2022,3
010,8000YXI22,03208,8000ZUM79,225.59,456.68,Cash,2022,6
010,8000XIK32,010,8000MVD09,171.88,250.32,Wire,2021,4
010,8000WLN43,03208,8000UCJ85,121.71,404.46,Reinvestment,2022,9
03208,8000KXH62,03208,8000PBL89,375.1,114.88,Cash,2023,11
03208,8000XMH47,010,8000ZBU66,162.62,485.99,Reinvestment,2022,6
03208,8000WVD94,03208,8000MCF09,167.13,321.3,Reinvestment,2022,8
03208,8000YEY18,03208,8000MFD40,192.16,447.37,Reinvestment,2023,2
03208,8000HVE86,010,8000BIA43,211.45,352.46,Bitcoin,2022,12
03208,8000DYL18,03208,8000JTE10,185.44,454.88,Credit Card,2022,5
03208,8000BAT07,010,8000JWT67,342.97,357.01,Credit Card,2021,6
03208,8000CYD56,010,8000XTT24,304.45,372.55,Credit Card,2023,6
010,8000JCM38,03208,8000ROC21,360.27,276.99,Credit Card,2021,6
010,8000FFP42,010,8000CUL33,356.82,231.67,Credit Card,2022,12
010,8000DVC99,03208,8000JCE02,442.06,410.94,Reinvestment,2022,2
010,8000DYG73,010,8000LUE86,114.69,177.54,Wire,2021,12
03208,8000LSO73,03208,8000HPJ38,323.08,476.69,Cheque,2021,1
03208,8000BIX89,03208,8000CCZ70,254.38,484.32,ACH,2021,6
03208,8000PIM42,03208,8000MPK94,415.71,479.97,Cheque,2022,3
03208,8000WBI95,010,8000KMU62,191.42,228.66,Bitcoin,2023,9
010,8000YAV68,03208,8000JBK96,343.58,133.73,Credit Card,2022,7
03208,8000TZI78,010,8000SZQ06,207.84,142.83,Credit Card,2022,3
010,8000SUV22,010,8000EAB76,193.87,379.33,Bitcoin,2022,10
010,8000KAX81,010,8000CJP30,231.13,227.42,Reinvestment,2023,10
03208,8000VIP44,03208,8000GZE26,125.43,103.51,Cheque,2021,9
03208,8000PXK08,010,8000XJP85,398.55,201.07,Cash,2022,11
03208,8000YUE47,03208,8000HGJ65,452.52,451.06,Bitcoin,2022,7
010,8000WWY61,03208,8000PZM70,106.79,268.35,Wire,2023,9
03208,8000KYD93,010,8000MFN70,360.98,160.94,Cheque,2021,7
03208,8000PVC14,03208,8000VGO18,325.16,383.02,Bitcoin,2023,9
03208,8000XZR17,010,8000COU32,462.16,451.05,Wire,2022,3
010,8000JGP45,010,8000LGJ44,374.14,460.96,ACH,2023,11
03208,8000ZAW48,03208,8000JMB54,267.43,222.59,Bitcoin,2023,8
03208,8000WTM55,010,8000RCW83,331.28,255.04,Cheque,2023,10
03208,8000KSW39,010,8000CGG16,150.89,305.46,ACH,2021,3
03208,8000OHE72,03208,8000FTN11,164.86,159.69,Bitcoin,2022,8
03208,8000VYJ33,03208,8000NSO75,189.53,106.09,Wire,2023,3
010,8000GZV80,03208,8000YQB23,293.24,151.77,Cash,2021,2
010,8000YVV94,010,8000TAS14,206.73,453.12,ACH,2021,9
03208,8000BON27,03208,8000OCW41,140.22,184.27,Bitcoin,2023,9
010,8000ZSU78,03208,8000ZSN42,307.4,103.3,ACH,2022,5
010,8000EPP84,03208,8000HQQ70,379.13,125.13,Cash,2022,9
010,8000GNM00,010,8000THU37,138.58,107.1,Wire,2021,4
03208,8000EMR55,010,8000RLC28,391.58,157.35,Cheque,2022,11
010,8000ZCJ57,03208,8000MTV20,109.47,296.31,Credit Card,2022,8
03208,8000WQR87,010,8000QKA85,379.58,483.74,Wire,2022,10
010,8000PAK09,03208,8000IVK52,481.23,328.52,Credit Card,2023,10
03208,8000VIC53,010,8000XOR07,282.71,335.91,ACH,2022,9
010,8000SVP80,010,8000AZS70,126.36,276.73,Wire,2023,4
03208,8000GLM81,03208,8000OFP58,213.07,309.23,Cheque,2021,1
03208,8000ONQ00,03208,8000YHX12,159.01,315.19,Cheque,2022,3
010,8000CKP76,03208,8000FTF85,300.37,291.75,Bitcoin,2023,7
03208,8000CWK81,03208,8000EPH02,172.32,308.14,Credit Card,2021,4
010,8000JRQ59,010,8000HGR08,498.55,407.0,Cash,2023,5
010,8000VPR45,03208,8000IJR57,267.83,431.6,Cheque,2023,4
010,8000QVF41,010,8000ORC24,254.94,131.29,Cash,2023,4
03208,8000FAD73,03208,8000KRD48,125.67,136.97,Bitcoin,2022,2
010,8000HDO40,010,8000LCH69,339.44,369.94,Wire,2023,7
03208,8000JUT98,010,8000EFB88,149.72,266.84,Credit Card,2023,12
010,8000MUU43,010,8000HCP40,204.7,217.74,Credit Card,2023,8
03208,8000OLQ89,010,8000FSH48,219.66,236.24,Bitcoin,2021,10
03208,8000QNF32,010,8000BOW32,139.25,340.5,Bitcoin,2023,11
010,8000SOD10,03208,8000ZFJ72,432.01,381.02,Reinvestment,2022,10
03208,8000CQQ57,03208,8000XEK75,144.21,401.39,ACH,2022,7
03208,8000OGT30,010,8000NGB50,293.2,144.62,Wire,2023,11
010,8000FLP78,010,8000OTR18,215.63,209.22,Wire,2022,3
03208,8000UTP16,010,8000PRX27,194.62,205.69,Credit Card,2021,4
03208,8000SGJ29,03208,8000CZK30,189.32,234.87,Cheque,2021,11
03208,8000SJF32,03208,8000EMS76,367.95,415.81,ACH,2021,5
03208,8000VEJ52,03208,8000QOV93,417.52,215.69,Bitcoin,2023,4
03208,8000EYX05,010,8000ARB16,263.57,119.73,Reinvestment,2022,10
010,8000BLC82,03208,8000YQG03,227.41,274.67,Cash,2023,10
010,8000HCZ54,010,8000WQG17,392.41,418.44,Bitcoin,2022,3
03208,8000OEU28,03208,8000XIV11,207.67,241.57,Bitcoin,2022,3
03208,8000THM29,03208,8000YDW77,448.18,336.5,ACH,2023,8
03208,8000WOR08,03208,8000GIY75,217.55,226.05,Cash,2021,2
03208,8000JGI81,010,8000XUG84,120.5,335.88,Credit Card,2021,8
010,8000ZMQ50,03208,8000YLK21,288.14,328.4,Cheque,2023,11
03208,8000TKM83,010,8000YMV16,219.96,346.21,Cheque,2023,9
010,8000DBR05,03208,8000HOT71,286.38,397.73,Wire,2021,5
010,8000BCK21,03208,8000QDW64,216.81,167.35,Bitcoin,2022,8
03208,8000YYZ99,03208,8000GJP92,494.81,156.05,Cheque,2022,3
010,8000OKT52,03208,8000RML42,489.81,130.11,ACH,2022,2
03208,8000UEQ95,010,8000BTS14,347.01,148.59,Cash,2021,8
010,8000DJN41,010,8000ZTJ80,462.62,259.75,Bitcoin,2023,12
03208,8000PWZ16,010,8000SYR60,225.17,459.0,Bitcoin,2021,2
03208,8000ADN62,03208,8000JMW88,415.16,411.41,Bitcoin,2023,12
010,8000TXZ16,03208,8000GPH34,406.02,207.51,Credit Card,2023,10
03208,8000NSY28,010,8000SXP42,242.13,221.47,Cheque,2021,8
03208,8000CBY27,010,8000QOZ73,388.59,383.59,Bitcoin,2022,11
010,8000FPI77,010,8000WHU77,137.45,320.61,Bitcoin,2021,11
03208,8000XUL16,03208,8000UHA58,193.03,113.32,Bitcoin,2022,7
010,8000LSZ34,010,8000XPF37,183.96,464.04,ACH,2021,5
010,8000IIG33,010,8000YHP25,350.31,336.96,Cash,2023,12
010,8000JYJ09,03208,8000TXC02,180.7,197.95,Credit Card,2021,9
010,8000PIU08,03208,8000PML84,213.42,397.19,Bitcoin,2023,9
03208,8000DAD80,010,8000UBC13,208.94,453.27,Reinvestment,2021,8
010,8000XHF62,010,8000PLK49,477.34,270.99,Credit Card,2023,6
010,8000OTR36,010,8000JPH09,479.2,463.3,Bitcoin,2023,2
03208,8000QAL63,010,8000HHR20,432.66,451.23,Wire,2023,9
